contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Lafayette County	total	857
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Lake County	total	106554
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Lee County	total	185311
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Leon County	total	87599
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Levy County	total	7661
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Liberty County	total	1015
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Madison County	total	3050
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Manatee County	total	103624
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Marion County	total	100633
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Martin County	total	53580
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Miami-Dade County	total	541682
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Monroe County	total	26317
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Nassau County	total	26195
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Okaloosa County	total	54890
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Okeechobee County	total	5611
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Orange County	total	350182
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Osceola County	total	84607
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Palm Beach County	total	410070
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Pasco County	total	134202
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Pinellas County	total	256441
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Polk County	total	144584
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Putnam County	total	14939
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Santa Rosa County	total	46984
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Sarasota County	total	144358
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Seminole County	total	134129
BallotMeasure	Ends Dog Racing	state	Yes	Florida;St. Johns County	total	91472
BallotMeasure	Ends Dog Racing	state	Yes	Florida;St. Lucie County	total	86012
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Sumter County	total	53844
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Suwannee County	total	7125
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Taylor County	total	3198
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Union County	total	2144
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Volusia County	total	133838
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Wakulla County	total	6972
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Walton County	total	17654
BallotMeasure	Ends Dog Racing	state	Yes	Florida;Washington County	total	3081
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Alachua County	total	55129
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Baker County	total	3259
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Bay County	total	14656
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Bradford County	total	3114
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Brevard County	total	101901
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Broward County	total	241394
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Calhoun County	total	1097
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Charlotte County	total	26158
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Citrus County	total	24055
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Clay County	total	27367
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Collier County	total	43533
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Columbia County	total	7849
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Desoto County	total	2471
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Dixie County	total	1736
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Duval County	total	117943
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Escambia County	total	36090
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Flagler County	total	16297
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Franklin County	total	1708
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Gadsden County	total	6060
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Gilchrist County	total	2608
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Glades County	total	1121
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Gulf County	total	1391
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Hamilton County	total	1363
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Hardee County	total	2155
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Hendry County	total	2384
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Hernando County	total	23922
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Highlands County	total	12574
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Hillsborough County	total	182675
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Holmes County	total	1728
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Indian River County	total	26359
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Jackson County	total	3943
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Jefferson County	total	2728
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Lafayette County	total	1067
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Lake County	total	44362
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Lee County	total	81679
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Leon County	total	57980
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Levy County	total	5562
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Liberty County	total	745
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Madison County	total	2793
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Manatee County	total	47871
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Marion County	total	49093
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Martin County	total	26603
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Miami-Dade County	total	236657
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Monroe County	total	11370
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Nassau County	total	13305
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Okaloosa County	total	23135
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Okeechobee County	total	3239
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Orange County	total	149443
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Osceola County	total	24860
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Palm Beach County	total	200278
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Pasco County	total	65265
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Pinellas County	total	160284
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Polk County	total	70310
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Putnam County	total	9175
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Santa Rosa County	total	21537
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Sarasota County	total	75338
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Seminole County	total	71683
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;St. Johns County	total	44893
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;St. Lucie County	total	37743
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Sumter County	total	21502
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Suwannee County	total	5307
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Taylor County	total	2395
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Union County	total	1415
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Volusia County	total	101839
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Wakulla County	total	5244
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Walton County	total	7807
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	No	Florida;Washington County	total	2395
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Alachua County	total	55885
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Baker County	total	6777
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Bay County	total	45841
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Bradford County	total	6854
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Brevard County	total	170728
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Broward County	total	417593
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Calhoun County	total	3241
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Charlotte County	total	57086
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Citrus County	total	44389
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Clay County	total	62270
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Collier County	total	102865
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Columbia County	total	16077
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Desoto County	total	6010
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Dixie County	total	3778
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Duval County	total	243522
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Escambia County	total	88617
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Flagler County	total	34197
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Franklin County	total	3342
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Gadsden County	total	13232
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Gilchrist County	total	4593
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Glades County	total	2607
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Gulf County	total	4173
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Hamilton County	total	2861
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Hardee County	total	3985
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Hendry County	total	6023
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Hernando County	total	53713
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Highlands County	total	25556
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Hillsborough County	total	321650
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Holmes County	total	4694
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Indian River County	total	43611
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Jackson County	total	11424
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Jefferson County	total	4292
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Lafayette County	total	1664
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Lake County	total	103576
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Lee County	total	191539
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Leon County	total	75051
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Levy County	total	10843
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Liberty County	total	1718
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Madison County	total	4492
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Manatee County	total	109186
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Marion County	total	100182
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Martin County	total	47362
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Miami-Dade County	total	510075
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Monroe County	total	23106
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Nassau County	total	28433
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Okaloosa County	total	58373
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Okeechobee County	total	7505
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Orange County	total	308645
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Osceola County	total	84637
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Palm Beach County	total	360738
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Pasco County	total	136579
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Pinellas County	total	256117
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Polk County	total	161101
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Putnam County	total	17939
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Santa Rosa County	total	51892
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Sarasota County	total	125705
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Seminole County	total	119378
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;St. Johns County	total	80403
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;St. Lucie County	total	80381
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Sumter County	total	49963
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Suwannee County	total	10127
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Taylor County	total	5237
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Union County	total	3191
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Volusia County	total	115705
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Wakulla County	total	8334
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Walton County	total	21401
BallotMeasure	First Responder and Military Member Survivor Benefits; Public Colleges and Universities	state	Yes	Florida;Washington County	total	6236
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Alachua County	total	63981
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Baker County	total	4070
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Bay County	total	18897
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Bradford County	total	4114
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Brevard County	total	113150
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Broward County	total	301057
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Calhoun County	total	1696
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Charlotte County	total	27424
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Citrus County	total	27509
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Clay County	total	34087
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Collier County	total	42723
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Columbia County	total	10523
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Desoto County	total	3731
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Dixie County	total	2507
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Duval County	total	161443
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Escambia County	total	49219
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Flagler County	total	18470
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Franklin County	total	2125
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Gadsden County	total	10967
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Gilchrist County	total	2949
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Glades County	total	1633
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Gulf County	total	1944
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Hamilton County	total	2042
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Hardee County	total	2898
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Hendry County	total	3723
BallotMeasure	Increased Homestead Property Tax Exemption	state	No	Florida;Hernando County	total	29323
