Contest	Selection	CountItemType	Count
North Carolina;General Assembly Senate District 16	Paul Smith	provisional	202
North Carolina;General Assembly Senate District 16	Paul Smith	total	30308
North Carolina;General Assembly Senate District 16	Wiley Nickel	absentee-mail	2661
North Carolina;General Assembly Senate District 16	Wiley Nickel	early	32151
North Carolina;General Assembly Senate District 16	Wiley Nickel	election-day	28065
North Carolina;General Assembly Senate District 16	Wiley Nickel	provisional	458
North Carolina;General Assembly Senate District 16	Wiley Nickel	total	63335
North Carolina;General Assembly Senate District 17	Bruce Basson	absentee-mail	102
North Carolina;General Assembly Senate District 17	Bruce Basson	early	880
North Carolina;General Assembly Senate District 17	Bruce Basson	election-day	1993
North Carolina;General Assembly Senate District 17	Bruce Basson	provisional	41
North Carolina;General Assembly Senate District 17	Bruce Basson	total	3016
North Carolina;General Assembly Senate District 17	Sam Searcy	absentee-mail	2818
North Carolina;General Assembly Senate District 17	Sam Searcy	early	25565
North Carolina;General Assembly Senate District 17	Sam Searcy	election-day	21309
North Carolina;General Assembly Senate District 17	Sam Searcy	provisional	348
North Carolina;General Assembly Senate District 17	Sam Searcy	total	50040
North Carolina;General Assembly Senate District 17	Tamara Barringer	absentee-mail	1569
North Carolina;General Assembly Senate District 17	Tamara Barringer	early	17498
North Carolina;General Assembly Senate District 17	Tamara Barringer	election-day	26460
North Carolina;General Assembly Senate District 17	Tamara Barringer	provisional	314
North Carolina;General Assembly Senate District 17	Tamara Barringer	total	45841
North Carolina;General Assembly Senate District 18	Brad Hessel	absentee-mail	83
North Carolina;General Assembly Senate District 18	Brad Hessel	early	1015
North Carolina;General Assembly Senate District 18	Brad Hessel	election-day	1725
North Carolina;General Assembly Senate District 18	Brad Hessel	provisional	32
North Carolina;General Assembly Senate District 18	Brad Hessel	total	2855
North Carolina;General Assembly Senate District 18	John Alexander	absentee-mail	1651
North Carolina;General Assembly Senate District 18	John Alexander	early	21318
North Carolina;General Assembly Senate District 18	John Alexander	election-day	28541
North Carolina;General Assembly Senate District 18	John Alexander	provisional	284
North Carolina;General Assembly Senate District 18	John Alexander	total	51794
North Carolina;General Assembly Senate District 18	Mack Paul	absentee-mail	2500
North Carolina;General Assembly Senate District 18	Mack Paul	early	27443
North Carolina;General Assembly Senate District 18	Mack Paul	election-day	18976
North Carolina;General Assembly Senate District 18	Mack Paul	provisional	236
North Carolina;General Assembly Senate District 18	Mack Paul	total	49155
North Carolina;General Assembly Senate District 19	Kirk DeViere	absentee-mail	867
North Carolina;General Assembly Senate District 19	Kirk DeViere	early	15206
North Carolina;General Assembly Senate District 19	Kirk DeViere	election-day	13593
North Carolina;General Assembly Senate District 19	Kirk DeViere	provisional	149
North Carolina;General Assembly Senate District 19	Kirk DeViere	total	29815
North Carolina;General Assembly Senate District 19	Wesley Meredith	absentee-mail	602
North Carolina;General Assembly Senate District 19	Wesley Meredith	early	11906
North Carolina;General Assembly Senate District 19	Wesley Meredith	election-day	16775
North Carolina;General Assembly Senate District 19	Wesley Meredith	provisional	99
North Carolina;General Assembly Senate District 19	Wesley Meredith	total	29382
North Carolina;General Assembly Senate District 2	Ginger Garner	absentee-mail	714
North Carolina;General Assembly Senate District 2	Ginger Garner	early	13945
North Carolina;General Assembly Senate District 2	Ginger Garner	election-day	9914
North Carolina;General Assembly Senate District 2	Ginger Garner	provisional	71
North Carolina;General Assembly Senate District 2	Ginger Garner	total	24644
North Carolina;General Assembly Senate District 2	Norman Sanderson	absentee-mail	665
North Carolina;General Assembly Senate District 2	Norman Sanderson	early	22116
North Carolina;General Assembly Senate District 2	Norman Sanderson	election-day	19937
North Carolina;General Assembly Senate District 2	Norman Sanderson	provisional	180
North Carolina;General Assembly Senate District 2	Norman Sanderson	total	42898
North Carolina;General Assembly Senate District 2	Tim Harris	absentee-mail	32
North Carolina;General Assembly Senate District 2	Tim Harris	early	749
North Carolina;General Assembly Senate District 2	Tim Harris	election-day	1103
North Carolina;General Assembly Senate District 2	Tim Harris	provisional	10
North Carolina;General Assembly Senate District 2	Tim Harris	total	1894
North Carolina;General Assembly Senate District 20	Floyd B. McKissick, Jr.	absentee-mail	1758
North Carolina;General Assembly Senate District 20	Floyd B. McKissick, Jr.	early	48225
North Carolina;General Assembly Senate District 20	Floyd B. McKissick, Jr.	election-day	23838
North Carolina;General Assembly Senate District 20	Floyd B. McKissick, Jr.	provisional	384
North Carolina;General Assembly Senate District 20	Floyd B. McKissick, Jr.	total	74205
North Carolina;General Assembly Senate District 20	Jared Erickson	absentee-mail	56
North Carolina;General Assembly Senate District 20	Jared Erickson	early	1133
North Carolina;General Assembly Senate District 20	Jared Erickson	election-day	1129
North Carolina;General Assembly Senate District 20	Jared Erickson	provisional	13
North Carolina;General Assembly Senate District 20	Jared Erickson	total	2331
North Carolina;General Assembly Senate District 20	Tom Stark	absentee-mail	329
North Carolina;General Assembly Senate District 20	Tom Stark	early	6562
North Carolina;General Assembly Senate District 20	Tom Stark	election-day	5367
North Carolina;General Assembly Senate District 20	Tom Stark	provisional	51
North Carolina;General Assembly Senate District 20	Tom Stark	total	12309
North Carolina;General Assembly Senate District 21	Ben Clark	absentee-mail	722
North Carolina;General Assembly Senate District 21	Ben Clark	early	19752
North Carolina;General Assembly Senate District 21	Ben Clark	election-day	12542
North Carolina;General Assembly Senate District 21	Ben Clark	provisional	160
North Carolina;General Assembly Senate District 21	Ben Clark	total	33176
North Carolina;General Assembly Senate District 21	Timothy Leever	absentee-mail	286
North Carolina;General Assembly Senate District 21	Timothy Leever	early	6791
North Carolina;General Assembly Senate District 21	Timothy Leever	election-day	6464
North Carolina;General Assembly Senate District 21	Timothy Leever	provisional	44
North Carolina;General Assembly Senate District 21	Timothy Leever	total	13585
North Carolina;General Assembly Senate District 22	Mike Woodard	absentee-mail	808
North Carolina;General Assembly Senate District 22	Mike Woodard	early	29695
North Carolina;General Assembly Senate District 22	Mike Woodard	election-day	15476
North Carolina;General Assembly Senate District 22	Mike Woodard	provisional	174
North Carolina;General Assembly Senate District 22	Mike Woodard	total	46153
North Carolina;General Assembly Senate District 22	Ray Ubinger	absentee-mail	17
North Carolina;General Assembly Senate District 22	Ray Ubinger	early	738
North Carolina;General Assembly Senate District 22	Ray Ubinger	election-day	761
