	Name	ReportingUnitType
2300	North Carolina;New Hanover County;W12	precinct
2301	North Carolina;New Hanover County;H05	precinct
2302	North Carolina;New Hanover County;PROVISIONAL	provisional
2303	North Carolina;New Hanover County;W27	precinct
2304	North Carolina;New Hanover County;FP07	precinct
2305	North Carolina;New Hanover County;CF05	precinct
2306	North Carolina;New Hanover County;CF06	precinct
2307	North Carolina;New Hanover County;H11	precinct
2308	North Carolina;New Hanover County;W21	precinct
2309	North Carolina;New Hanover County;W24	precinct
2310	North Carolina;New Hanover County;H13	precinct
2311	North Carolina;New Hanover County;H10	precinct
2312	North Carolina;New Hanover County;W28	precinct
2313	North Carolina;New Hanover County;W25	precinct
2314	North Carolina;New Hanover County;M03	precinct
2315	North Carolina;New Hanover County;H01	precinct
2316	North Carolina;New Hanover County;H06	precinct
2317	North Carolina;New Hanover County;W03	precinct
2318	North Carolina;New Hanover County;W08	precinct
2319	North Carolina;New Hanover County;FP06	precinct
2320	North Carolina;New Hanover County;W13	precinct
2321	North Carolina;New Hanover County;W16	precinct
2322	North Carolina;New Hanover County;FP08	precinct
2323	North Carolina;New Hanover County;OS GVT PAPER	vote-center
2324	North Carolina;New Hanover County;FP04	precinct
2325	North Carolina;New Hanover County;OS CFCC PAPER	vote-center
2326	North Carolina;New Hanover County;W29	precinct
2327	North Carolina;New Hanover County;W26	precinct
2328	North Carolina;New Hanover County;H02	precinct
2329	North Carolina;New Hanover County;OS CAB PAPER	vote-center
2330	North Carolina;New Hanover County;W17	precinct
2331	North Carolina;New Hanover County;W31	precinct
2332	North Carolina;New Hanover County;M06	precinct
2333	North Carolina;New Hanover County;H03	precinct
2334	North Carolina;Nash County;P21A	precinct
2335	North Carolina;Nash County;P06A	precinct
2336	North Carolina;Nash County;MT PLEASANT OS	vote-center
2337	North Carolina;Nash County;P14A	precinct
2338	North Carolina;Nash County;P19A	precinct
2339	North Carolina;Nash County;P08A	precinct
2340	North Carolina;Nash County;ABSENTEE	absentee
2341	North Carolina;Nash County;P04A	precinct
2342	North Carolina;Nash County;P07A	precinct
2343	North Carolina;Nash County;NASHVILLE OS	vote-center
2344	North Carolina;Nash County;P22A	precinct
2345	North Carolina;Nash County;P10A	precinct
2346	North Carolina;Nash County;SPRING HOPE OS	vote-center
2347	North Carolina;Nash County;P05A	precinct
2348	North Carolina;Nash County;P15A	precinct
2349	North Carolina;Nash County;P20A	precinct
2350	North Carolina;Nash County;P17A	precinct
2351	North Carolina;Nash County;P23A	precinct
2352	North Carolina;Nash County;PROVISIONAL	provisional
2353	North Carolina;Nash County;P13A	precinct
2354	North Carolina;Nash County;ROCKY MOUNT OS	vote-center
2355	North Carolina;Nash County;P12A	precinct
2356	North Carolina;Nash County;P16A	precinct
2357	North Carolina;Nash County;TRANSFER	transfer
2358	North Carolina;Nash County;P03A	precinct
2359	North Carolina;Nash County;P11A	precinct
2360	North Carolina;Nash County;P18A	precinct
2361	North Carolina;Nash County;P24A	precinct
2362	North Carolina;Nash County;P01A	precinct
2363	North Carolina;Nash County;P09A	precinct
2364	North Carolina;Nash County;P02A	precinct
2365	North Carolina;Montgomery County;PEE	precinct
2366	North Carolina;Montgomery County;BIS	precinct
2367	North Carolina;Montgomery County;OPH	precinct
2368	North Carolina;Montgomery County;CAN	precinct
2369	North Carolina;Montgomery County;ROC	precinct
2370	North Carolina;Montgomery County;STA	precinct
2371	North Carolina;Montgomery County;WAD	precinct
2372	North Carolina;Montgomery County;CHE	precinct
2373	North Carolina;Montgomery County;ELD	precinct
2374	North Carolina;Montgomery County;LIT	precinct
2375	North Carolina;Montgomery County;MTG	precinct
2376	North Carolina;Montgomery County;T2	precinct
2377	North Carolina;Montgomery County;UWH	precinct
2378	North Carolina;Montgomery County;T1	precinct
2379	North Carolina;Madison County;REVERE	precinct
2380	North Carolina;Madison County;SANDY	precinct
2381	North Carolina;Madison County;GRAPEV	precinct
2382	North Carolina;Madison County;NORTH	precinct
2383	North Carolina;Madison County;SPRING	precinct
2384	North Carolina;Madison County;LAUREL	precinct
2385	North Carolina;Madison County;BEECH	precinct
2386	North Carolina;Madison County;SOUTH	precinct
2387	North Carolina;Madison County;WALNUT	precinct
2388	North Carolina;Madison County;HOT SP	precinct
2389	North Carolina;Madison County;EBBS C	precinct
2390	North Carolina;Madison County;MARS H	precinct
2391	North Carolina;Mitchell County;03	precinct
2392	North Carolina;Mitchell County;06	precinct
2393	North Carolina;Mitchell County;02	precinct
2394	North Carolina;Mitchell County;05	precinct
2395	North Carolina;Mitchell County;08	precinct
2396	North Carolina;Mitchell County;01	precinct
2397	North Carolina;Mitchell County;04	precinct
2398	North Carolina;Mitchell County;07	precinct
2399	North Carolina;Mitchell County;09	precinct
2400	North Carolina;Northampton County;JACKSO	precinct
2401	North Carolina;Northampton County;PLEASA	precinct
2402	North Carolina;Northampton County;NEWTOW	precinct
2403	North Carolina;Northampton County;SEABOA	precinct
2404	North Carolina;Northampton County;LASKER	precinct
2405	North Carolina;Northampton County;PENDLE	precinct
2406	North Carolina;Northampton County;CREEKS	precinct
2407	North Carolina;Northampton County;POTECA	precinct
2408	North Carolina;Northampton County;CONWAY	precinct
2409	North Carolina;Northampton County;MILWAU	precinct
2410	North Carolina;Northampton County;OS GASTON	vote-center
2411	North Carolina;Northampton County;PROVISIONAL	provisional
2412	North Carolina;Northampton County;GARYSB	precinct
2413	North Carolina;Northampton County;OS OFFICE	vote-center
2414	North Carolina;Northampton County;SEVERN	precinct
2415	North Carolina;Northampton County;OS RICH SQUARE	vote-center
2416	North Carolina;Northampton County;GALATI	precinct
2417	North Carolina;Northampton County;OS LAKE GASTON	vote-center
2418	North Carolina;Northampton County;RICH S	precinct
2419	North Carolina;Northampton County;REHOBE	precinct
2420	North Carolina;Northampton County;LAKE G	precinct
2421	North Carolina;Northampton County;WOODLA	precinct
2422	North Carolina;Northampton County;ABSENTEE BY MAIL	absentee
2423	North Carolina;Northampton County;GASTON	precinct
2424	North Carolina;Northampton County;TRANSFER	transfer
2425	North Carolina;Orange County;CS1	precinct
2426	North Carolina;Orange County;DM	precinct
2427	North Carolina;Orange County;H	precinct
2428	North Carolina;Orange County;HF	precinct
2429	North Carolina;Orange County;EA	precinct
2430	North Carolina;Orange County;CA	precinct
2431	North Carolina;Orange County;EF	precinct
2432	North Carolina;Orange County;CC	precinct
2433	North Carolina;Orange County;ABSENTEE BY MAIL	absentee
2434	North Carolina;Orange County;CO	precinct
2435	North Carolina;Orange County;OS EFLAND	vote-center
2436	North Carolina;Orange County;WD	precinct
2437	North Carolina;Orange County;WDS	precinct
2438	North Carolina;Orange County;GR	precinct
2439	North Carolina;Orange County;DA	precinct
2440	North Carolina;Orange County;MF	precinct
2441	North Carolina;Orange County;OS COTC	vote-center
2442	North Carolina;Orange County;SM	precinct
2443	North Carolina;Orange County;CX	precinct
2444	North Carolina;Orange County;ENO	precinct
2445	North Carolina;Orange County;CP	precinct
2446	North Carolina;Orange County;NC	precinct
2447	North Carolina;Orange County;PA	precinct
2448	North Carolina;Orange County;TO	precinct
2449	North Carolina;Orange County;WH	precinct
2450	North Carolina;Orange County;BC	precinct
2451	North Carolina;Orange County;WW	precinct
2452	North Carolina;Orange County;OS SEYMOUR	vote-center
2453	North Carolina;Orange County;OS CTH	vote-center
2454	North Carolina;Orange County;OS BOE	board-of-elections
2455	North Carolina;Orange County;KM	precinct
2456	North Carolina;Orange County;NS	precinct
2457	North Carolina;Orange County;OG	precinct
2458	North Carolina;Orange County;PROVISIONAL	provisional
2459	North Carolina;Orange County;LI	precinct
2460	North Carolina;Orange County;CG	precinct
2461	North Carolina;Orange County;CB	precinct
2462	North Carolina;Orange County;RF	precinct
2463	North Carolina;Orange County;LC	precinct
2464	North Carolina;Orange County;TH	precinct
2465	North Carolina;Orange County;SJ	precinct
2466	North Carolina;Orange County;WC	precinct
2467	North Carolina;Orange County;OW	precinct
2468	North Carolina;Orange County;GB	precinct
2469	North Carolina;Orange County;CF	precinct
2470	North Carolina;Orange County;GL	precinct
2471	North Carolina;Orange County;BP	precinct
2472	North Carolina;Orange County;CW	precinct
2473	North Carolina;Orange County;CH	precinct
2474	North Carolina;Orange County;EH	precinct
2475	North Carolina;Orange County;ES	precinct
2476	North Carolina;Pamlico County;4VM A	precinct
2477	North Carolina;Pamlico County;1GB	precinct
2478	North Carolina;Pamlico County;2SW	precinct
2479	North Carolina;Pamlico County;ABSENTEE	absentee
2480	North Carolina;Pamlico County;CURBSIDE	curbside
2481	North Carolina;Pamlico County;4MSIC	precinct
2482	North Carolina;Pamlico County;5AP	precinct
2483	North Carolina;Pamlico County;1AL A	precinct
2484	North Carolina;Pamlico County;1RB	precinct
2485	North Carolina;Pamlico County;4HB	precinct
2486	North Carolina;Pamlico County;2OT	precinct
2487	North Carolina;Pamlico County;PROVISIONAL	provisional
2488	North Carolina;Pamlico County;3BY	precinct
2489	North Carolina;Pasquotank County;PRO	precinct
2490	North Carolina;Pasquotank County;SAL	precinct
2491	North Carolina;Pasquotank County;TRANSFER	transfer
2492	North Carolina;Pasquotank County;EAST	precinct
2493	North Carolina;Pasquotank County;ABSENTEE	absentee
2494	North Carolina;Pasquotank County;MH	precinct
2495	North Carolina;Pasquotank County;ONE STOP	vote-center
2496	North Carolina;Pasquotank County;NEW	precinct
2497	North Carolina;Pasquotank County;NORTH	precinct
2498	North Carolina;Pasquotank County;PROVISIONAL	provisional
2499	North Carolina;Pasquotank County;WEST	precinct
2500	North Carolina;Pasquotank County;NIX	precinct
2501	North Carolina;Pasquotank County;SOUTH	precinct
2502	North Carolina;Person County;ROX4	precinct
2503	North Carolina;Person County;FLRI	precinct
2504	North Carolina;Person County;SWST	precinct
2505	North Carolina;Person County;MTTZ	precinct
2506	North Carolina;Person County;OLHI	precinct
2507	North Carolina;Person County;PNTH	precinct
2508	North Carolina;Person County;RCTL	precinct
2509	North Carolina;Person County;ALVI	precinct
2510	North Carolina;Person County;WDSD	precinct
2511	North Carolina;Person County;HLWY	precinct
2512	North Carolina;Person County;CUCL	precinct
2513	North Carolina;Pitt County;1001	precinct
2514	North Carolina;Pitt County;ABSENTEE #1	absentee
2515	North Carolina;Pitt County;OS AG CENTER 1	vote-center
2516	North Carolina;Pitt County;OS COMMUNITY SCHOOLS 1	vote-center
2517	North Carolina;Pitt County;0601	precinct
2518	North Carolina;Pitt County;1301	precinct
2519	North Carolina;Pitt County;1403A1	precinct
2520	North Carolina;Pitt County;1510B	precinct
2521	North Carolina;Pitt County;OS COUNTY OFFICE 1	vote-center
2522	North Carolina;Pitt County;OS WINTERVILLE #1	vote-center
2523	North Carolina;Pitt County;OS FARMVILLE 1	vote-center
2524	North Carolina;Pitt County;OS FARMVILLE 2	vote-center
2525	North Carolina;Pitt County;1504A	precinct
2526	North Carolina;Pitt County;1504B	precinct
2527	North Carolina;Pitt County;1503	precinct
2528	North Carolina;Pitt County;1509	precinct
2529	North Carolina;Pitt County;OS AYDEN #2	vote-center
2530	North Carolina;Pitt County;OS WILLIS BUILDING #2	vote-center
2531	North Carolina;Pitt County;0101	precinct
2532	North Carolina;Pitt County;1102A	precinct
2533	North Carolina;Pitt County;1508B	precinct
2534	North Carolina;Pitt County;1511B	precinct
2535	North Carolina;Pitt County;OS COUNTY OFFICE 2	vote-center
2536	North Carolina;Pitt County;0901	precinct
2537	North Carolina;Pitt County;1403B	precinct
2538	North Carolina;Pitt County;1505A	precinct
2539	North Carolina;Pitt County;0701	precinct
2540	North Carolina;Pitt County;1508A	precinct
2541	North Carolina;Pitt County;OS AG CENTER 2	vote-center
2542	North Carolina;Pitt County;0200A	precinct
2543	North Carolina;Pitt County;0401	precinct
2544	North Carolina;Pitt County;1513A	precinct
2545	North Carolina;Pitt County;1513B	precinct
2546	North Carolina;Pitt County;0501	precinct
2547	North Carolina;Pitt County;1102B	precinct
2548	North Carolina;Pitt County;1507	precinct
2549	North Carolina;Pitt County;OS WINTERVILLE #2	vote-center
2550	North Carolina;Pitt County;TRANSFER #2	transfer
2551	North Carolina;Pitt County;0800A	precinct
2552	North Carolina;Pitt County;1403A2	precinct
2553	North Carolina;Pitt County;1501	precinct
2554	North Carolina;Pitt County;1505B	precinct
2555	North Carolina;Pitt County;1506	precinct
2556	North Carolina;Pitt County;OS AYDEN #1	vote-center
2557	North Carolina;Pitt County;0200B	precinct
2558	North Carolina;Pitt County;OS COMMUNITY SCHOOLS 2	vote-center
2559	North Carolina;Pitt County;0301	precinct
2560	North Carolina;Pitt County;0800B	precinct
2561	North Carolina;Pitt County;1507B	precinct
2562	North Carolina;Pitt County;1510A	precinct
2563	North Carolina;Pitt County;1512A	precinct
2564	North Carolina;Pitt County;1512B	precinct
2565	North Carolina;Pitt County;1101	precinct
2566	North Carolina;Pitt County;TRANSFER #1	transfer
2567	North Carolina;Pitt County;1201	precinct
2568	North Carolina;Pitt County;ABSENTEE #2	absentee
2569	North Carolina;Pitt County;1511A	precinct
2570	North Carolina;Pitt County;OS ECU-WILLIS BLDG 1	vote-center
2571	North Carolina;Pitt County;PROVISIONAL #1	provisional
2572	North Carolina;Pitt County;PROVISIONAL #2	provisional
2573	North Carolina;Richmond County;11	precinct
2574	North Carolina;Richmond County;10	precinct
2575	North Carolina;Richmond County;ONE STOP 100 COLE	vote-center
2576	North Carolina;Richmond County;ONE STOP 100 ELLERBE	vote-center
2577	North Carolina;Richmond County;ONE STOP 100 NORMAN	vote-center
2578	North Carolina;Richmond County;ONE STOP 100 COOP	vote-center
2579	North Carolina;Richmond County;ABSENTEE	absentee
2580	North Carolina;Richmond County;09	precinct
2581	North Carolina;Richmond County;13	precinct
2582	North Carolina;Richmond County;06	precinct
2583	North Carolina;Richmond County;03	precinct
2584	North Carolina;Richmond County;14	precinct
2585	North Carolina;Richmond County;02	precinct
2586	North Carolina;Richmond County;TRANSFER	transfer
2587	North Carolina;Richmond County;08	precinct
2588	North Carolina;Richmond County;05	precinct
2589	North Carolina;Richmond County;16	precinct
2590	North Carolina;Richmond County;15	precinct
2591	North Carolina;Richmond County;01	precinct
2592	North Carolina;Richmond County;PROVISIONAL	provisional
2593	North Carolina;Richmond County;12	precinct
2594	North Carolina;Richmond County;04	precinct
2595	North Carolina;Richmond County;07	precinct
2596	North Carolina;Robeson County;32A	precinct
2597	North Carolina;Robeson County;17	precinct
2598	North Carolina;Robeson County;12	precinct
2599	North Carolina;Robeson County;PROVISIONAL	provisional
2600	North Carolina;Robeson County;15	precinct
2601	North Carolina;Robeson County;40	precinct
2602	North Carolina;Robeson County;OS FAIRMONT	vote-center
2603	North Carolina;Robeson County;ABSENTEE	absentee
2604	North Carolina;Robeson County;37	precinct
2605	North Carolina;Robeson County;21	precinct
2606	North Carolina;Robeson County;08	precinct
2607	North Carolina;Robeson County;02	precinct
2608	North Carolina;Robeson County;22	precinct
2609	North Carolina;Robeson County;29	precinct
2610	North Carolina;Robeson County;11	precinct
2611	North Carolina;Robeson County;24	precinct
2612	North Carolina;Robeson County;OS ST PAULS	vote-center
2613	North Carolina;Robeson County;03	precinct
2614	North Carolina;Robeson County;05A	precinct
2615	North Carolina;Robeson County;26A	precinct
2616	North Carolina;Robeson County;23	precinct
2617	North Carolina;Robeson County;09	precinct
2618	North Carolina;Robeson County;OS LUMBERTON BOE	board-of-elections
2619	North Carolina;Robeson County;10	precinct
2620	North Carolina;Robeson County;13	precinct
2621	North Carolina;Robeson County;33	precinct
2622	North Carolina;Robeson County;30	precinct
2623	North Carolina;Robeson County;18A	precinct
2624	North Carolina;Robeson County;36	precinct
2625	North Carolina;Robeson County;OS RED SPRINGS	vote-center
2626	North Carolina;Robeson County;39	precinct
2627	North Carolina;Robeson County;20	precinct
2628	North Carolina;Robeson County;01	precinct
2629	North Carolina;Robeson County;28	precinct
2630	North Carolina;Robeson County;25	precinct
2631	North Carolina;Robeson County;41	precinct
2632	North Carolina;Robeson County;07	precinct
2633	North Carolina;Robeson County;04	precinct
2634	North Carolina;Robeson County;11A	precinct
2635	North Carolina;Robeson County;16	precinct
2636	North Carolina;Robeson County;19	precinct
2637	North Carolina;Robeson County;38	precinct
2638	North Carolina;Robeson County;OS PEMBROKE	vote-center
2639	North Carolina;Robeson County;14	precinct
2640	North Carolina;Robeson County;OS MAXTON	vote-center
2641	North Carolina;Robeson County;35	precinct
2642	North Carolina;Robeson County;34	precinct
2643	North Carolina;Rockingham County;NB	precinct
2644	North Carolina;Rockingham County;SE	precinct
2645	North Carolina;Rockingham County;MA	precinct
2646	North Carolina;Rockingham County;DR	precinct
2647	North Carolina;Rockingham County;EC	precinct
2648	North Carolina;Rockingham County;ED-1	precinct
2649	North Carolina;Rockingham County;WS	precinct
2650	North Carolina;Rockingham County;HU	precinct
2651	North Carolina;Rockingham County;RC	precinct
2652	North Carolina;Rockingham County;IR	precinct
2653	North Carolina;Rockingham County;LI	precinct
2654	North Carolina;Rockingham County;LK-2	precinct
2655	North Carolina;Rockingham County;HO	precinct
2656	North Carolina;Rockingham County;MC	precinct
2657	North Carolina;Rockingham County;MS	precinct
2658	North Carolina;Rutherford County;05A	precinct
2659	North Carolina;Rutherford County;09A	precinct
2660	North Carolina;Rutherford County;OS-ANNEX PAPER	precinct
2661	North Carolina;Rutherford County;28	precinct
2662	North Carolina;Rutherford County;27	precinct
2663	North Carolina;Rutherford County;CURBSIDE	curbside
2664	North Carolina;Rutherford County;10A	precinct
2665	North Carolina;Rutherford County;30	precinct
2666	North Carolina;Rutherford County;ABSENTEE	absentee
2667	North Carolina;Rutherford County;13	precinct
2668	North Carolina;Rutherford County;18	precinct
2669	North Carolina;Rutherford County;16A	precinct
2670	North Carolina;Rutherford County;OS-BOE PAPER	board-of-elections
2671	North Carolina;Rutherford County;29	precinct
2672	North Carolina;Rutherford County;03A	precinct
2673	North Carolina;Rutherford County;11	precinct
2674	North Carolina;Rutherford County;06A	precinct
2675	North Carolina;Rutherford County;19	precinct
2676	North Carolina;Rutherford County;14	precinct
2677	North Carolina;Rutherford County;34	precinct
2678	North Carolina;Rutherford County;OS-ELLENBORO PAPER	precinct
2679	North Carolina;Rutherford County;04A	precinct
2680	North Carolina;Rutherford County;PROVISIONAL	provisional
2681	North Carolina;Onslow County;CL10	precinct
2682	North Carolina;Onslow County;ML23	precinct
2683	North Carolina;Onslow County;JA01	precinct
2684	North Carolina;Onslow County;WN04	precinct
2685	North Carolina;Onslow County;PROVISIONAL	provisional
2686	North Carolina;Onslow County;NE22B	precinct
2687	North Carolina;Onslow County;ABSENTEE	absentee
2688	North Carolina;Onslow County;NM13	precinct
2689	North Carolina;Onslow County;NE22A	precinct
2690	North Carolina;Onslow County;NR02	precinct
2691	North Carolina;Onslow County;SW19	precinct
2692	North Carolina;Onslow County;HR17	precinct
2693	North Carolina;Onslow County;HU20	precinct
2694	North Carolina;Onslow County;GB12	precinct
2695	North Carolina;Onslow County;OS-ONSLOW OFFICE	precinct
2696	North Carolina;Onslow County;SF18	precinct
2697	North Carolina;Onslow County;EN03	precinct
2698	North Carolina;Onslow County;VR15	precinct
2699	North Carolina;Onslow County;MT24	precinct
2700	North Carolina;Onslow County;OS-COMMONS REC CTR	precinct
2701	North Carolina;Onslow County;BM08	precinct
2702	North Carolina;Onslow County;RL09	precinct
2703	North Carolina;Onslow County;OS-SWANSBORO ROTARY	precinct
2704	North Carolina;Onslow County;BC21	precinct
2705	North Carolina;Onslow County;TL06	precinct
2706	North Carolina;Onslow County;OS-VERONA	precinct
2707	North Carolina;Onslow County;HM05	precinct
2708	North Carolina;Onslow County;CR07	precinct
2709	North Carolina;Onslow County;HN14	precinct
2710	North Carolina;Onslow County;FS16	precinct
2711	North Carolina;Randolph County;TR	precinct
2712	North Carolina;Randolph County;ST	precinct
2713	North Carolina;Randolph County;LC	precinct
2714	North Carolina;Randolph County;BC	precinct
2715	North Carolina;Randolph County;AS	precinct
2716	North Carolina;Randolph County;TT	precinct
2717	North Carolina;Randolph County;LB	precinct
2718	North Carolina;Randolph County;UG	precinct
2719	North Carolina;Randolph County;AW	precinct
2720	North Carolina;Randolph County;AN	precinct
2721	North Carolina;Randolph County;GR	precinct
2722	North Carolina;Randolph County;SW	precinct
2723	North Carolina;Randolph County;SO	precinct
2724	North Carolina;Randolph County;AR	precinct
2725	North Carolina;Randolph County;NM	precinct
2726	North Carolina;Randolph County;SE	precinct
2727	North Carolina;Randolph County;TB	precinct
2728	North Carolina;Randolph County;PR	precinct
2729	North Carolina;Randolph County;AE	precinct
2730	North Carolina;Randolph County;RM	precinct
2731	North Carolina;Randolph County;RN	precinct
2732	North Carolina;Randolph County;DR	precinct
2733	North Carolina;Rowan County;21	precinct
2734	North Carolina;Rowan County;11	precinct
2735	North Carolina;Rowan County;08	precinct
2736	North Carolina;Rowan County;02	precinct
2737	North Carolina;Rowan County;22	precinct
2738	North Carolina;Rowan County;29	precinct
2739	North Carolina;Rowan County;42	precinct
2740	North Carolina;Rowan County;44	precinct
2741	North Carolina;Rowan County;16	precinct
2742	North Carolina;Rowan County;14A	precinct
2743	North Carolina;Rowan County;39	precinct
2744	North Carolina;Rowan County;32	precinct
2745	North Carolina;Rowan County;38	precinct
2746	North Carolina;Rowan County;35	precinct
2747	North Carolina;Rowan County;34	precinct
2748	North Carolina;Rowan County;19A	precinct
2749	North Carolina;Rowan County;01	precinct
2750	North Carolina;Rowan County;36	precinct
2751	North Carolina;Rowan County;15	precinct
2752	North Carolina;Rowan County;12	precinct
2753	North Carolina;Rowan County;25	precinct
2754	North Carolina;Rowan County;27	precinct
2755	North Carolina;Rowan County;28	precinct
2756	North Carolina;Rowan County;41	precinct
2757	North Carolina;Rowan County;26	precinct
2758	North Carolina;Rowan County;24	precinct
2759	North Carolina;Rowan County;23	precinct
2760	North Carolina;Rowan County;40	precinct
2761	North Carolina;Rowan County;45	precinct
2762	North Carolina;Rowan County;10	precinct
2763	North Carolina;Rowan County;17	precinct
2764	North Carolina;Rowan County;04	precinct
2765	North Carolina;Rowan County;07	precinct
2766	North Carolina;Rowan County;03	precinct
2767	North Carolina;Rowan County;13	precinct
2768	North Carolina;Rowan County;30	precinct
2769	North Carolina;Rowan County;31	precinct
2770	North Carolina;Rowan County;18	precinct
2771	North Carolina;Rowan County;33	precinct
2772	North Carolina;Rowan County;05A	precinct
2773	North Carolina;Rowan County;09	precinct
2774	North Carolina;Perquimans County;PROVISIONAL	provisional
2775	North Carolina;Perquimans County;EAST H	precinct
2776	North Carolina;Perquimans County;NICANO	precinct
2777	North Carolina;Perquimans County;CURBSIDE	curbside
2778	North Carolina;Perquimans County;NEW HO	precinct
2779	North Carolina;Perquimans County;BETHEL	precinct
2780	North Carolina;Perquimans County;ABSENTEE	absentee
2781	North Carolina;Perquimans County;WEST H	precinct
2782	North Carolina;Perquimans County;PARKVI	precinct
2783	North Carolina;Perquimans County;BELVID	precinct
2784	North Carolina;Sampson County;CLWE	precinct
2785	North Carolina;Sampson County;KFRK	precinct
2786	North Carolina;Sampson County;KEEN	precinct
2787	North Carolina;Sampson County;MING	precinct
2788	North Carolina;Sampson County;CLEM	precinct
2789	North Carolina;Sampson County;GARL	precinct
2790	North Carolina;Sampson County;PROVISIONAL	provisional
2791	North Carolina;Sampson County;CLNE	precinct
2792	North Carolina;Sampson County;CLEA	precinct
2793	North Carolina;Sampson County;ROSE	precinct
2794	North Carolina;Sampson County;ONE STOP 1	vote-center
2795	North Carolina;Sampson County;HERR	precinct
2796	North Carolina;Sampson County;LAKE	precinct
2797	North Carolina;Sampson County;ONE STOP 4	vote-center
2798	North Carolina;Sampson County;HARR	precinct
2799	North Carolina;Sampson County;ROWA	precinct
2800	North Carolina;Sampson County;ONE STOP 5	vote-center
2801	North Carolina;Sampson County;ONE STOP 2	vote-center
2802	North Carolina;Sampson County;CLCE	precinct
2803	North Carolina;Sampson County;TRANSFER	transfer
2804	North Carolina;Sampson County;ABSENTEE	absentee
2805	North Carolina;Sampson County;SBRG	precinct
2806	North Carolina;Sampson County;PLVW	precinct
2807	North Carolina;Sampson County;AUTR	precinct
2808	North Carolina;Sampson County;ONE STOP 3	vote-center
2809	North Carolina;Sampson County;WBRK	precinct
2810	North Carolina;Sampson County;CLSW	precinct
2811	North Carolina;Sampson County;GIDD	precinct
2812	North Carolina;Sampson County;INGO	precinct
2813	North Carolina;Sampson County;NGRV	precinct
2814	North Carolina;Sampson County;TURK	precinct
2815	North Carolina;Scotland County;01	precinct
2816	North Carolina;Scotland County;ABSENTEE	absentee
2817	North Carolina;Scotland County;TRANSFER	transfer
2818	North Carolina;Scotland County;02	precinct
2819	North Carolina;Scotland County;05	precinct
2820	North Carolina;Scotland County;08	precinct
2821	North Carolina;Scotland County;ONE STOP	vote-center
2822	North Carolina;Scotland County;10	precinct
2823	North Carolina;Scotland County;03	precinct
2824	North Carolina;Scotland County;09	precinct
2825	North Carolina;Scotland County;06	precinct
2826	North Carolina;Scotland County;04	precinct
2827	North Carolina;Scotland County;PROVISIONAL	provisional
2828	North Carolina;Scotland County;07	precinct
2829	North Carolina;Pender County;LU16	precinct
2830	North Carolina;Pender County;MH07	precinct
2831	North Carolina;Pender County;SC13	precinct
2832	North Carolina;Pender County;CF11	precinct
2833	North Carolina;Pender County;MT19	precinct
2834	North Carolina;Pender County;NB01	precinct
2835	North Carolina;Pender County;SH12	precinct
2836	North Carolina;Pender County;SB02	precinct
2837	North Carolina;Pender County;UT14	precinct
2838	North Carolina;Pender County;UH08	precinct
2839	North Carolina;Pender County;PROVISIONAL	provisional
2840	North Carolina;Pender County;GR06	precinct
2841	North Carolina;Pender County;PL10	precinct
2842	North Carolina;Pender County;SP15	precinct
2843	North Carolina;Pender County;UU17	precinct
2844	North Carolina;Pender County;LT18	precinct
2845	North Carolina;Pender County;LC09	precinct
2846	North Carolina;Pender County;CURBSIDE	curbside
2847	North Carolina;Pender County;CS04	precinct
2848	North Carolina;Pender County;ABSENTEE BY MAIL	absentee
2849	North Carolina;Pender County;CL05	precinct
2850	North Carolina;Pender County;CT03	precinct
2851	North Carolina;Pender County;RP20	precinct
2852	North Carolina;Polk County;ABSENTEE	absentee
2853	North Carolina;Polk County;GC09	precinct
2854	North Carolina;Polk County;SA04	precinct
2855	North Carolina;Polk County;PROVISIONAL	provisional
2856	North Carolina;Polk County;TR123	precinct
2857	North Carolina;Polk County;CL07	precinct
2858	North Carolina;Polk County;CL08	precinct
2859	North Carolina;Polk County;CG05	precinct
2860	North Carolina;Polk County;CURBSIDE	curbside
2861	North Carolina;Polk County;WO06	precinct
2862	North Carolina;Stanly County;0015	precinct
2863	North Carolina;Stanly County;0018	precinct
2864	North Carolina;Stanly County;0013	precinct
2865	North Carolina;Stanly County;0024	precinct
2866	North Carolina;Stanly County;0026	precinct
2867	North Carolina;Stanly County;0027	precinct
2868	North Carolina;Stanly County;0007	precinct
2869	North Carolina;Stanly County;0003	precinct
2870	North Carolina;Stanly County;0011	precinct
2871	North Carolina;Stanly County;0014	precinct
2872	North Carolina;Stanly County;0022	precinct
2873	North Carolina;Stanly County;0020	precinct
2874	North Carolina;Stanly County;0023	precinct
2875	North Carolina;Stanly County;0025	precinct
2876	North Carolina;Stanly County;0016	precinct
2877	North Carolina;Stanly County;0002	precinct
2878	North Carolina;Stanly County;0008	precinct
2879	North Carolina;Stanly County;0021	precinct
2880	North Carolina;Stanly County;0028	precinct
2881	North Carolina;Stanly County;0019	precinct
2882	North Carolina;Stanly County;0010	precinct
2883	North Carolina;Stanly County;0012	precinct
2884	North Carolina;Stanly County;0017	precinct
2885	North Carolina;Surry County;PROVISIONAL	provisional
2886	North Carolina;Surry County;16	precinct
2887	North Carolina;Surry County;CURBSIDE	curbside
2888	North Carolina;Surry County;14	precinct
2889	North Carolina;Surry County;13	precinct
2890	North Carolina;Surry County;33	precinct
