	Name	ReportingUnitType
5705	North Carolina;Wake County;OSCS	vote-center
5707	North Carolina;Cabarrus County;Aug-00	precinct
5712	North Carolina;Richmond County;1	precinct
5717	North Carolina;Macon County;8	precinct
5718	North Carolina;Wake County;2-Oct	precinct
5721	North Carolina;Northampton County;ABSENTEE	absentee
5729	North Carolina;Burke County;38	precinct
5732	North Carolina;Watauga County;ONE STOP MEAT CAMP	vote-center
5733	North Carolina;Union County;9	precinct
5736	North Carolina;Alamance County;7	precinct
5737	North Carolina;Burke County;51	precinct
5738	North Carolina;Mcdowell County;5-Mar	precinct
5739	North Carolina;Wake County;3-Apr	precinct
5744	North Carolina;Henderson County;OS FLETCHER	vote-center
5746	North Carolina;Jackson County;OS CAS	vote-center
5747	North Carolina;Robeson County;3	precinct
5749	North Carolina;Stanly County;24	precinct
5750	North Carolina;Stokes County;506	precinct
5752	North Carolina;Forsyth County;74	precinct
5754	North Carolina;Burke County;66	precinct
5756	North Carolina;Watauga County;1	precinct
5759	North Carolina;Wake County;14-Apr	precinct
5761	North Carolina;Forsyth County;81	precinct
5765	North Carolina;Mecklenburg County;92	precinct
5767	North Carolina;Halifax County;ONE STOP HALIFAX	vote-center
5768	North Carolina;Avery County;8	precinct
5769	North Carolina;Catawba County;9	precinct
5771	North Carolina;Brunswick County;1	precinct
5773	North Carolina;Mecklenburg County;69	precinct
5774	North Carolina;Northampton County;COMIPE	precinct
5778	North Carolina;Wake County;17-13	precinct
5781	North Carolina;Dare County;OS KDH TOWN HALL	vote-center
5783	North Carolina;Union County;31	precinct
5784	North Carolina;Ashe County;2	precinct
5789	North Carolina;Surry County;TRANSFER	transfer
5790	North Carolina;Mecklenburg County;40	precinct
5797	North Carolina;Wake County;Jan-39	precinct
5803	North Carolina;Wake County;1-Dec	precinct
5804	North Carolina;Wake County;9-Dec	precinct
5812	North Carolina;Gaston County;1	precinct
5820	North Carolina;Dare County;OS OFFICE	vote-center
5823	North Carolina;Richmond County;7	precinct
5824	North Carolina;Wake County;5-Jan	precinct
5825	North Carolina;Craven County;N3N5	precinct
5836	North Carolina;Cumberland County;OS J	vote-center
5840	North Carolina;Wake County;5-May	precinct
5841	North Carolina;Cumberland County;OS A	vote-center
5845	North Carolina;Wake County;2-Nov	precinct
5846	North Carolina;Gaston County;MOUNT HOLLY	vote-center
5847	North Carolina;Jackson County;OS GYM	vote-center
5849	North Carolina;Wake County;5-Aug	precinct
5854	North Carolina;Wake County;9-Jan	precinct
5855	North Carolina;Wake County;31-Jan	precinct
5861	North Carolina;Craven County;3	precinct
5867	North Carolina;Cabarrus County;Jul-00	precinct
5869	North Carolina;Northampton County;ONE STOP GASTON	vote-center
5874	North Carolina;Buncombe County;5.1	precinct
5883	North Carolina;Dare County;OS FESSENDEN ANNEX	vote-center
5886	North Carolina;New Hanover County;OS CFCC	vote-center
5888	North Carolina;Stanly County;23	precinct
5896	North Carolina;Alamance County;ONE STOP 1	vote-center
5899	North Carolina;Bertie County;ONE STOP POW	vote-center
5901	North Carolina;Franklin County;5	precinct
5904	North Carolina;Franklin County;6	precinct
5913	North Carolina;Harnett County;ONE STOP ERWIN	vote-center
5914	North Carolina;Mecklenburg County;18	precinct
5921	North Carolina;Lincoln County;OS WEST	vote-center
5924	North Carolina;Macon County;2	precinct
5929	North Carolina;Davidson County;OS DENTON LIBRARY	vote-center
5930	North Carolina;Rowan County;9	precinct
5931	North Carolina;Forsyth County;61	precinct
5942	North Carolina;Henderson County;OS LOBBY	vote-center
5943	North Carolina;Burke County;62	precinct
5947	North Carolina;Buncombe County;ONESTOP-LCBL	vote-center
5949	North Carolina;Harnett County;ONE STOP LOBBY	vote-center
5950	North Carolina;Mitchell County;6	precinct
5951	North Carolina;Cabarrus County;5-Dec	precinct
5952	North Carolina;Mecklenburg County;68	precinct
5953	North Carolina;Mecklenburg County;43	precinct
5956	North Carolina;Mecklenburg County;99	precinct
5960	North Carolina;Mitchell County;2	precinct
5962	North Carolina;Union County;35	precinct
5966	North Carolina;Wake County;13-Apr	precinct
5971	North Carolina;Forsyth County;82	precinct
5981	North Carolina;Forsyth County;34	precinct
5983	North Carolina;Bladen County;E ARC TWN HALL	vote-center
5985	North Carolina;Davidson County;8	precinct
5986	North Carolina;Warren County;9	precinct
5989	North Carolina;Brunswick County;5	precinct
5992	North Carolina;Union County;12	precinct
5993	North Carolina;Davie County;6	precinct
5995	North Carolina;Wake County;2-Apr	precinct
5999	North Carolina;Robeson County;TRANSFER	transfer
6000	North Carolina;Pamlico County;ONE STOP	vote-center
6001	North Carolina;Cabarrus County;11-Jan	precinct
6005	North Carolina;Catawba County;1	precinct
6008	North Carolina;Cabarrus County;4-Dec	precinct
6012	North Carolina;Wake County;22-Jan	precinct
6013	North Carolina;Burke County;65	precinct
6019	North Carolina;Forsyth County;72	precinct
6020	North Carolina;Mitchell County;1	precinct
6026	North Carolina;Wake County;OSCA	vote-center
6027	North Carolina;Wake County;7-Apr	precinct
6029	North Carolina;Wake County;9-Jun	precinct
6030	North Carolina;Mecklenburg County;27	precinct
6035	North Carolina;Wake County;9-Apr	precinct
6041	North Carolina;Brunswick County;7	precinct
6044	North Carolina;Union County;42	precinct
6046	North Carolina;Wake County;13-Jul	precinct
6047	North Carolina;Wake County;16-11	precinct
6048	North Carolina;Mecklenburg County;31	precinct
6049	North Carolina;Avery County;3	precinct
6054	North Carolina;Mecklenburg County;63	precinct
6055	North Carolina;Columbus County;LOBBY OS	vote-center
6062	North Carolina;Stanly County;ABS ADDTNL	absentee
6069	North Carolina;Burke County;20	precinct
6074	North Carolina;Mecklenburg County;25	precinct
6078	North Carolina;Mecklenburg County;7	precinct
6090	North Carolina;Gaston County;5	precinct
6092	North Carolina;Union County;19	precinct
6093	North Carolina;Davie County;TRANSFER	transfer
6096	North Carolina;Scotland County;10-May	precinct
6098	North Carolina;Guilford County;ABSENTEE	absentee
6103	North Carolina;Wake County;1-Oct	precinct
6105	North Carolina;Wake County;TRANS	transfer
6109	North Carolina;Watauga County;8	precinct
6112	North Carolina;Surry County;ABSENTEE BY MAIL	absentee
6120	North Carolina;Wake County;19-19	precinct
6121	North Carolina;Wake County;13-Jan	precinct
6123	North Carolina;Edgecombe County;401	precinct
6129	North Carolina;Wake County;6-Jan	precinct
6130	North Carolina;Durham County;OS DTN	vote-center
6132	North Carolina;Pitt County;301	precinct
6134	North Carolina;Mcdowell County;2-Mar	precinct
6143	North Carolina;Union County;41	precinct
6145	North Carolina;Scotland County;7	precinct
6147	North Carolina;Forsyth County;31	precinct
6154	North Carolina;Forsyth County;73	precinct
6156	North Carolina;Union County;1	precinct
6162	North Carolina;Stanly County;8	precinct
6163	North Carolina;Ashe County;6	precinct
6164	North Carolina;Wake County;11-Jan	precinct
6168	North Carolina;Haywood County;ONE STOP CLY	vote-center
6180	North Carolina;Alamance County;ABSENTEE	absentee
6181	North Carolina;Cabarrus County;10-Dec	precinct
6184	North Carolina;Scotland County;3	precinct
6193	North Carolina;Wake County;20-Jan	precinct
6195	North Carolina;Mecklenburg County;66	precinct
6208	North Carolina;Brunswick County;3	precinct
6209	North Carolina;Mecklenburg County;75	precinct
6216	North Carolina;Mecklenburg County;97	precinct
6230	North Carolina;Hertford County;OS MURFREE CENT	vote-center
6233	North Carolina;Buncombe County;9.1	precinct
6238	North Carolina;Union County;3	precinct
6240	North Carolina;Craven County;5	precinct
6244	North Carolina;Stanly County;11	precinct
6245	North Carolina;Wayne County;4	precinct
6249	North Carolina;Alamance County;63	precinct
6252	North Carolina;Catawba County;5	precinct
6254	North Carolina;Wake County;15-Apr	precinct
6255	North Carolina;Forsyth County;83	precinct
6266	North Carolina;Union County;7	precinct
6268	North Carolina;Buncombe County;7.1	precinct
6282	North Carolina;Durham County;3	precinct
6295	North Carolina;Mecklenburg County;38	precinct
6298	North Carolina;Mecklenburg County;59	precinct
6304	North Carolina;Mecklenburg County;5	precinct
6307	North Carolina;Edgecombe County;301	precinct
6308	North Carolina;Forsyth County;ONE-STOP	vote-center
6316	North Carolina;Wake County;2-Aug	precinct
6318	North Carolina;Mecklenburg County;80	precinct
6319	North Carolina;Cabarrus County;Mar-00	precinct
6320	North Carolina;Warren County;5	precinct
6325	North Carolina;Alamance County;PROVISIONAL	provisional
6327	North Carolina;Watauga County;7	precinct
6332	North Carolina;Burke County;40	precinct
6334	North Carolina;Edgecombe County;901	precinct
6337	North Carolina;Burke County;70	precinct
6338	North Carolina;Mecklenburg County;10	precinct
6342	North Carolina;Robeson County;8	precinct
6343	North Carolina;Lenoir County;ONE STOP	vote-center
6346	North Carolina;Surry County;1	precinct
6347	North Carolina;Durham County;1	precinct
6349	North Carolina;Wake County;7-Jul	precinct
6355	North Carolina;Surry County;5	precinct
6359	North Carolina;Mecklenburg County;34	precinct
6362	North Carolina;Burke County;1	precinct
6364	North Carolina;Stokes County;4	precinct
6366	North Carolina;Mitchell County;3	precinct
6369	North Carolina;Macon County;6	precinct
6371	North Carolina;Davidson County;OS ARCADIA COMM BLDG	vote-center
6374	North Carolina;Stanly County;18	precinct
6377	North Carolina;Mecklenburg County;78.1	precinct
6385	North Carolina;Hoke County;2	precinct
6389	North Carolina;Orange County;CF1	precinct
6393	North Carolina;Halifax County;ONE STOP LITTLETON	vote-center
6396	North Carolina;Wake County;1-Nov	precinct
6399	North Carolina;Warren County;14	precinct
6403	North Carolina;Mecklenburg County;65	precinct
6410	North Carolina;Polk County;TRANSFER	transfer
6414	North Carolina;Forsyth County;52	precinct
6419	North Carolina;Mecklenburg County;51	precinct
6420	North Carolina;Burke County;22	precinct
6423	North Carolina;Robeson County;MX	vote-center
6425	North Carolina;Union County;11	precinct
6438	North Carolina;Haywood County;ONE STOP LIB	vote-center
6441	North Carolina;Burke County;52	precinct
6446	North Carolina;Gaston County;6	precinct
6451	North Carolina;Stanly County;26	precinct
6452	North Carolina;Wake County;6-Aug	precinct
6453	North Carolina;Burke County;18	precinct
6454	North Carolina;Mcdowell County;1-Mar	precinct
6456	North Carolina;Wake County;19-Jan	precinct
6459	North Carolina;Wayne County;8	precinct
6461	North Carolina;Stanly County;14	precinct
6463	North Carolina;Wake County;Jan-42	precinct
6466	North Carolina;Alleghany County;1	precinct
6469	North Carolina;Mecklenburg County;81	precinct
6471	North Carolina;Macon County;3	precinct
6474	North Carolina;Mecklenburg County;16	precinct
6475	North Carolina;Wake County;Jan-40	precinct
6476	North Carolina;Orange County;UNC	precinct
6480	North Carolina;Wake County;7-Aug	precinct
6482	North Carolina;Rowan County;3	precinct
6483	North Carolina;Union County;16	precinct
6488	North Carolina;Edgecombe County;103	precinct
6490	North Carolina;Catawba County;2	precinct
6491	North Carolina;Durham County;8	precinct
6493	North Carolina;Pitt County;ONE STOP ECU	vote-center
6496	North Carolina;Mecklenburg County;98	precinct
6499	North Carolina;Brunswick County;04B2	precinct
6500	North Carolina;Stokes County;3	precinct
6531	North Carolina;Avery County;ABSENTEE MAIL	absentee
6534	North Carolina;Beaufort County;OS CHOCOWINITY	vote-center
6550	North Carolina;Buncombe County;CURBSIDE	curbside
6563	North Carolina;Buncombe County;OS BCPI	vote-center
6573	North Carolina;Burke County;OS SENIOR CENTER PAPER	vote-center
6586	North Carolina;Burke County;ABSENTEE MAIL	absentee
6590	North Carolina;Burke County;PROVISIONAL	provisional
6594	North Carolina;Burke County;OS GLEN ALPINE PAPER	vote-center
6595	North Carolina;Burke County;OS HILDEBRAN PAPER	vote-center
6596	North Carolina;Burke County;OS R COLLEGE PAPER	vote-center
6605	North Carolina;Burke County;TRANSFER PAPER	transfer
6606	North Carolina;Burke County;OS BOE LOBBY PAPER	board-of-elections
6643	North Carolina;Cabarrus County;OS-KTD	vote-center
6656	North Carolina;Cabarrus County;OS-HBP	vote-center
6660	North Carolina;Chatham County;ABSENTEE BY MAIL	absentee
6672	North Carolina;Ashe County;ABSENTEE MAIL	absentee
6679	North Carolina;Caldwell County;ABSENTEE MAIL	absentee
6680	North Carolina;Caldwell County;OS GRANITE FALLS	vote-center
6681	North Carolina;Caldwell County;OS LENOIR	vote-center
6685	North Carolina;Bertie County;OS LOB	vote-center
6690	North Carolina;Caswell County;OS CURBSIDE	curbside
6693	North Carolina;Cumberland County;TRANSFER 1-20	transfer
6694	North Carolina;Cumberland County;PROVISIONAL 1-20	provisional
6695	North Carolina;Cumberland County;ONE STOP A 21-45	vote-center
6696	North Carolina;Cumberland County;ONE STOP B 1-20	vote-center
6697	North Carolina;Cumberland County;ABSENTEE 21-45	absentee
6698	North Carolina;Cumberland County;PROVISIONAL 21-45	provisional
6699	North Carolina;Cumberland County;TRANSFER 21-45	transfer
6700	North Carolina;Cumberland County;ONE STOP B 21-45	vote-center
6701	North Carolina;Cumberland County;ABSENTEE 1-20	absentee
6702	North Carolina;Cumberland County;ONE STOP D 1-20	vote-center
6703	North Carolina;Cumberland County;ONE STOP C 21-45	vote-center
6705	North Carolina;Cumberland County;ONE STOP C 1-20	vote-center
6706	North Carolina;Cumberland County;ONE STOP A 1-20	vote-center
6707	North Carolina;Cumberland County;ONE STOP D 21-45	vote-center
6713	North Carolina;Duplin County;ABSENTEE MAIL	absentee
6722	North Carolina;Durham County;OS BOE	board-of-elections
6726	North Carolina;Edgecombe County;ONE STOP #2	vote-center
6730	North Carolina;Edgecombe County;ABSENTEE MAIL	absentee
6732	North Carolina;Edgecombe County;ONE STOP #3	vote-center
6737	North Carolina;Edgecombe County;ONE STOP #1	vote-center
6770	North Carolina;Forsyth County;ONE STOP	vote-center
6788	North Carolina;Dare County;OS FESSENDEN	vote-center
6813	North Carolina;Currituck County;ABSENTEE MAIL	absentee
6819	North Carolina;Guilford County;CURBSIDE 1	curbside
6820	North Carolina;Guilford County;CURBSIDE 2	curbside
6821	North Carolina;Guilford County;PROVISIONAL 3	provisional
6822	North Carolina;Guilford County;PROVISIONAL 2	provisional
6823	North Carolina;Guilford County;ABSENTEE 1	absentee
6824	North Carolina;Guilford County;ABSENTEE 2	absentee
6825	North Carolina;Guilford County;PROVISIONAL 1	provisional
6826	North Carolina;Guilford County;CURBSIDE 3	curbside
6827	North Carolina;Guilford County;ABSENTEE 3	absentee
6828	North Carolina;Halifax County;ONE STOP	vote-center
6830	North Carolina;Henderson County;ONE STOP	vote-center
6831	North Carolina;Johnston County;CLEVELAND	vote-center
6832	North Carolina;Johnston County;SMITHFIELD	vote-center
6833	North Carolina;Johnston County;CLAYTON	vote-center
6835	North Carolina;Hyde County;ABS	absentee
6836	North Carolina;Hyde County;PROV	provisional
6838	North Carolina;Hyde County;TRANS	transfer
6844	North Carolina;Greene County;ABSENTEE MAIL	absentee
6847	North Carolina;Jackson County;ABSENTEE MAIL	absentee
6849	North Carolina;Jackson County;CURBSIDE	curbside
6851	North Carolina;Lee County;ABSENTEE MAIL	absentee
6852	North Carolina;Lenoir County;ABSENTEE MAIL	absentee
6856	North Carolina;Jones County;ABSENTEE MAIL	absentee
6870	North Carolina;Mecklenburg County;CURBSIDE 71-106	curbside
6871	North Carolina;Mecklenburg County;CURBSIDE 36-70	curbside
6872	North Carolina;Mecklenburg County;PROVISIONAL 36-70	provisional
6873	North Carolina;Mecklenburg County;CURBSIDE 1-35	curbside
6897	North Carolina;Mecklenburg County;PROVISIONAL 1-35	provisional
6936	North Carolina;Mecklenburg County;PROVISIONAL 71-106	provisional
6937	North Carolina;Mecklenburg County;ABSENTEE BY MAIL 36-70	absentee
6942	North Carolina;Mecklenburg County;ABSENTEE BY MAIL 71-106	absentee
6953	North Carolina;Mecklenburg County;ABSENTEE BY MAIL 1-35	absentee
